'ar02','ar-02','#ar02','#ar-02','#ar2','clarketucker','ElectFrench',('Arkansas' AND 'Tucker'),('Arkansas' AND 'Hill')
'az01','az-01','#az01','#az-01','#az1','TomOHalleran','WendyRogersAZ',('Arizona' AND 'O'Halleran'),('Arizona' AND 'Rogers')
'az02','az-02','#az02','#az-02','#az2','Ann_Kirkpatrick','LeaPeterson',('Arizona' AND 'Kirkpatrick'),('Arizona' AND 'Peterson')
'az06','az-06','#az06','#az-06','#az6','AnitaMalik','davidschweikert',('Arizona' AND 'Malik'),('Arizona' AND 'Schweikert')
'az09','az-09','#az09','#az-09','#az9','mayorstanton','steveferraramd',('Arizona' AND 'Stanton'),('Arizona' AND 'Ferrara')
'ca04','ca-04','#ca04','#ca-04','#ca4','Morse4America','tommcclintock',('California' AND 'Morse'),('California' AND 'McClintock')
'ca07','ca-07','#ca07','#ca-07','#ca7','beraforcongress','AndrewFGrant',('California' AND 'Bera'),('California' AND 'Grant')
'ca10','ca-10','#ca10','#ca-10','joshua_harder','JeffDenham',('California' AND 'Harder'),('California' AND 'Denham')
'ca21','ca-21','#ca21','#ca-21','TJCoxCongress','dgvaladao',('California' AND 'Cox'),('California' AND 'Valadao')
'ca25','ca-25','#ca25','#ca-25','KatieHill4CA','TeamKnight25',('California' AND 'Hill'),('California' AND 'Knight')
'ca39','ca-39','#ca39','#ca-39','GilCisnerosCA','YoungKimCD39',('California' AND 'Cisneros'),('California' AND 'Kim')
'ca45','ca-45','#ca45','#ca-45','katieporteroc','MimiWaltersCA',('California' AND 'Porter'),('California' AND 'Walters')
'ca48','ca-48','#ca48','#ca-48','HarleyRouda','DanaRohrabacher',('California' AND 'Rouda'),('California' AND 'Rohrabacher')
'ca49','ca-49','#ca49','#ca-49','MikeLevinCA','diane_harkey',('California' AND 'Levin'),('California' AND 'Harkey')
'ca50','ca-50','#ca50','#ca-50','AcampaNajjar','Rep_Hunter',('California' AND 'Campa-Najjar'),('California' AND 'Hunter')
'co06','co-06','#co06','#co-06','#co6','JasonCrowCO6','coffmanforco',('Colorado' AND 'Crow'),('Colorado' AND 'Coffman')
'ct05','ct-05','#ct05','#ct-05','#ct5','JahanaHayes','Santos4Congress',('Connecticut' AND 'Hayes'),('Connecticut' AND 'Santos')
'fl07','fl-07','#fl07','#fl-07','#fl7','SmurphyCongress','Mike_Miller_FL',('Florida' AND 'Murphy'),('Florida' AND 'Miller')
'fl15','fl-15','#fl15','#fl-15','kristenforfl','RossSpano',('Florida' AND 'Carlson'),('Florida' AND 'Spano')
'fl16','fl-16','#fl16','#fl-16','vern2014','Shapiro4FL16',('Florida' AND 'Buchanan'),('Florida' AND 'Shapiro')
'fl18','fl-18','#fl18','#fl-18','laurenbaer','BrianMastFL',('Florida' AND 'Baer'),('Florida' AND 'Mast')
'fl25','fl-25','#fl25','#fl-25','MBFforCongress','MarioDB',('Florida' AND 'Flores'),('Florida' AND 'Diaz-Balart')
'fl26','fl-26','#fl26','#fl-26','debbieforfl','carloslcurbelo',('Florida' AND 'Mucarsel-Powell'),('Florida' AND 'Curbelo')
'fl27','fl-27','#fl27','#fl-27','DonnaShalala','MaElviraSalazar',('Florida' AND 'Shalala'),('Florida' AND 'Salazar')
'ga06','ga-06','#ga06','#ga-06','#ga6','LucyWins2018','karenhandel',('Georgia' AND 'McBath'),('Georgia' AND 'Handel')
'ga07','ga-07','#ga07','#ga-07','#ga7','Carolyn4GA7','RepRobWoodall',('Georgia' AND 'Bourdeaux'),('Georgia' AND 'Woodall')
'ia01','ia-01','#ia01','#ia-01','#ia1','Abby4Iowa','rodblum',('Iowa' AND 'Finkenauer'),('Iowa' AND 'Blum')
'ia03','ia-03','#ia03','#ia-03','#ia3','Axne4Congress','YoungForIowa',('Iowa' AND 'Axne'),('Iowa' AND 'Young')
'il06','il-06','#il06','#il-06','#il6','SeanCasten','TeamRoskam',('Illinois' AND 'Casten'),('Illinois' AND 'Roskam')
